Region,Country_Territory,Data_collection,Year,received
Americas,Montserrat,IDS,2022,0
Americas,Montserrat,UN-CTS,2019,0
Americas,Montserrat,UN-CTS,2020,0
Americas,Montserrat,UN-CTS,2021,0
Americas,Montserrat,UN-CTS,2022,0
Americas,Montserrat,UN-IAFQ,2019,0
Americas,Montserrat,UN-IAFQ,2020,0
Americas,Montserrat,UN-IAFQ,2021,0
Americas,Montserrat,UN-IAFQ,2022,0
Oceania,Nauru,ARQ,2019,0
Oceania,Nauru,ARQ,2020,0
Oceania,Nauru,ARQ,2021,0
Oceania,Nauru,ARQ,2022,0
Oceania,Nauru,GLOTIP,2019,0
Oceania,Nauru,GLOTIP,2020,0
Oceania,Nauru,GLOTIP,2021,0
Oceania,Nauru,GLOTIP,2022,0
Oceania,Nauru,IDS,2019,0
Oceania,Nauru,IDS,2020,0
Oceania,Nauru,IDS,2021,0
Oceania,Nauru,IDS,2022,0
Oceania,Nauru,UN-CTS,2019,0
Oceania,Nauru,UN-CTS,2020,0
Oceania,Nauru,UN-CTS,2021,0
Oceania,Nauru,UN-CTS,2022,0
Oceania,Nauru,UN-IAFQ,2019,0
Oceania,Nauru,UN-IAFQ,2020,0
Oceania,Nauru,UN-IAFQ,2021,0
Oceania,Nauru,UN-IAFQ,2022,0
Oceania,New Caledonia,ARQ,2019,0
Oceania,New Caledonia,ARQ,2020,0
Oceania,New Caledonia,ARQ,2021,0
Oceania,New Caledonia,ARQ,2022,0
Oceania,New Caledonia,GLOTIP,2019,0
Oceania,New Caledonia,GLOTIP,2020,0
Oceania,New Caledonia,GLOTIP,2021,0
Oceania,New Caledonia,GLOTIP,2022,0
Oceania,New Caledonia,IDS,2019,0
Oceania,New Caledonia,IDS,2020,0
Oceania,New Caledonia,IDS,2021,0
Oceania,New Caledonia,IDS,2022,0
Oceania,New Caledonia,UN-CTS,2019,0
Oceania,New Caledonia,UN-CTS,2020,0
Oceania,New Caledonia,UN-CTS,2021,0
Oceania,New Caledonia,UN-CTS,2022,0
Oceania,New Caledonia,UN-IAFQ,2019,0
Oceania,New Caledonia,UN-IAFQ,2020,0
Oceania,New Caledonia,UN-IAFQ,2021,0
Oceania,New Caledonia,UN-IAFQ,2022,0
Oceania,Niue,ARQ,2019,0
Oceania,Niue,ARQ,2020,0
Oceania,Niue,ARQ,2021,0
Oceania,Niue,ARQ,2022,0
Oceania,Niue,GLOTIP,2019,0
Oceania,Niue,GLOTIP,2020,0
Oceania,Niue,GLOTIP,2021,0
Oceania,Niue,GLOTIP,2022,0
Oceania,Niue,IDS,2019,0
Oceania,Niue,IDS,2020,0
Oceania,Niue,IDS,2021,0
Oceania,Niue,IDS,2022,0
Oceania,Niue,UN-CTS,2019,0
Oceania,Niue,UN-CTS,2020,0
Oceania,Niue,UN-CTS,2021,0
Oceania,Niue,UN-CTS,2022,0
Oceania,Niue,UN-IAFQ,2019,0
Oceania,Niue,UN-IAFQ,2020,0
Oceania,Niue,UN-IAFQ,2021,0
Oceania,Niue,UN-IAFQ,2022,0
Oceania,Palau,ARQ,2019,0
Oceania,Palau,ARQ,2020,0
Oceania,Palau,ARQ,2021,0
Oceania,Palau,ARQ,2022,0
Oceania,Palau,GLOTIP,2019,0
Oceania,Palau,GLOTIP,2020,0
Oceania,Palau,GLOTIP,2021,1
Oceania,Palau,GLOTIP,2022,1
Oceania,Palau,IDS,2019,0
Oceania,Palau,IDS,2020,0
Oceania,Palau,IDS,2021,0
Oceania,Palau,IDS,2022,0
Oceania,Palau,UN-CTS,2019,0
Oceania,Palau,UN-CTS,2020,0
Oceania,Palau,UN-CTS,2021,0
Oceania,Palau,UN-CTS,2022,0
Oceania,Palau,UN-IAFQ,2019,0
Oceania,Palau,UN-IAFQ,2020,0
Oceania,Palau,UN-IAFQ,2021,0
Oceania,Palau,UN-IAFQ,2022,0
Oceania,Papua New Guinea,ARQ,2019,0
Oceania,Papua New Guinea,ARQ,2020,0
Oceania,Papua New Guinea,ARQ,2021,0
Oceania,Papua New Guinea,ARQ,2022,0
Oceania,Papua New Guinea,GLOTIP,2019,0
Oceania,Papua New Guinea,GLOTIP,2020,0
Oceania,Papua New Guinea,GLOTIP,2021,0
Oceania,Papua New Guinea,GLOTIP,2022,0
Oceania,Papua New Guinea,IDS,2019,0
Oceania,Papua New Guinea,IDS,2020,0
Oceania,Papua New Guinea,IDS,2021,0
Oceania,Papua New Guinea,IDS,2022,0
Oceania,Papua New Guinea,UN-CTS,2019,0
Oceania,Papua New Guinea,UN-CTS,2020,0
Oceania,Papua New Guinea,UN-CTS,2021,0
Oceania,Papua New Guinea,UN-CTS,2022,0
Oceania,Papua New Guinea,UN-IAFQ,2019,0
Oceania,Papua New Guinea,UN-IAFQ,2020,0
Oceania,Papua New Guinea,UN-IAFQ,2021,0
Oceania,Papua New Guinea,UN-IAFQ,2022,0
Americas,Puerto Rico,ARQ,2019,1
Americas,Puerto Rico,ARQ,2020,0
Americas,Puerto Rico,ARQ,2021,0
Americas,Puerto Rico,ARQ,2022,0
Americas,Puerto Rico,GLOTIP,2019,0
Americas,Puerto Rico,GLOTIP,2020,0
Americas,Puerto Rico,GLOTIP,2021,0
Americas,Puerto Rico,GLOTIP,2022,0
Americas,Puerto Rico,IDS,2019,1
Americas,Puerto Rico,IDS,2020,0
Americas,Puerto Rico,IDS,2021,0
Americas,Puerto Rico,UN-CTS,2019,1
Americas,Puerto Rico,UN-CTS,2020,0
Americas,Puerto Rico,UN-CTS,2021,0
Americas,Puerto Rico,UN-CTS,2022,1
Americas,Puerto Rico,UN-IAFQ,2019,0
Americas,Puerto Rico,UN-IAFQ,2020,0
Americas,Puerto Rico,UN-IAFQ,2021,0
Americas,Puerto Rico,UN-IAFQ,2022,0
Americas,Saint Kitts and Nevis,ARQ,2019,0
Americas,Saint Kitts and Nevis,ARQ,2020,0
Americas,Saint Kitts and Nevis,ARQ,2021,0
Americas,Saint Kitts and Nevis,ARQ,2022,0
Americas,Saint Kitts and Nevis,GLOTIP,2019,0
Americas,Saint Kitts and Nevis,GLOTIP,2020,0
Americas,Saint Kitts and Nevis,GLOTIP,2021,0
Americas,Saint Kitts and Nevis,GLOTIP,2022,0
Americas,Saint Kitts and Nevis,IDS,2019,0
Americas,Saint Kitts and Nevis,IDS,2020,0
Americas,Saint Kitts and Nevis,IDS,2021,0
Americas,Saint Kitts and Nevis,IDS,2022,0
Americas,Saint Kitts and Nevis,UN-CTS,2019,1
Americas,Saint Kitts and Nevis,UN-CTS,2020,1
Americas,Saint Kitts and Nevis,UN-CTS,2021,1
Americas,Saint Kitts and Nevis,UN-CTS,2022,1
Americas,Saint Kitts and Nevis,UN-IAFQ,2019,0
Americas,Saint Kitts and Nevis,UN-IAFQ,2020,0
Americas,Saint Kitts and Nevis,UN-IAFQ,2021,0
Americas,Saint Kitts and Nevis,UN-IAFQ,2022,0
Americas,Saint Lucia,ARQ,2019,0
Americas,Saint Lucia,ARQ,2020,0
Americas,Saint Lucia,ARQ,2021,0
Americas,Saint Lucia,ARQ,2022,0
Americas,Saint Lucia,GLOTIP,2019,0
Americas,Saint Lucia,GLOTIP,2020,0
Americas,Saint Lucia,GLOTIP,2021,0
Americas,Saint Lucia,GLOTIP,2022,1
Americas,Saint Lucia,IDS,2019,0
Americas,Saint Lucia,IDS,2020,0
Americas,Saint Lucia,IDS,2021,0
Americas,Saint Lucia,IDS,2022,0
Americas,Saint Lucia,UN-CTS,2019,1
Americas,Saint Lucia,UN-CTS,2020,1
Americas,Saint Lucia,UN-CTS,2021,1
Americas,Saint Lucia,UN-CTS,2022,0
Americas,Saint Lucia,UN-IAFQ,2019,0
Americas,Saint Lucia,UN-IAFQ,2020,0
Americas,Saint Lucia,UN-IAFQ,2021,0
Americas,Saint Lucia,UN-IAFQ,2022,0
Americas,Saint Vincent and the Grenadines,ARQ,2019,0
Americas,Saint Vincent and the Grenadines,ARQ,2020,0
Americas,Saint Vincent and the Grenadines,ARQ,2021,0
Americas,Saint Vincent and the Grenadines,ARQ,2022,0
Americas,Saint Vincent and the Grenadines,GLOTIP,2019,0
Americas,Saint Vincent and the Grenadines,GLOTIP,2020,0
Americas,Saint Vincent and the Grenadines,GLOTIP,2021,0
Americas,Saint Vincent and the Grenadines,GLOTIP,2022,0
Americas,Saint Vincent and the Grenadines,IDS,2019,0
Americas,Saint Vincent and the Grenadines,IDS,2020,0
Americas,Saint Vincent and the Grenadines,IDS,2021,0
Americas,Saint Vincent and the Grenadines,IDS,2022,0
Americas,Saint Vincent and the Grenadines,UN-CTS,2019,1
Americas,Saint Vincent and the Grenadines,UN-CTS,2020,1
Americas,Saint Vincent and the Grenadines,UN-CTS,2021,1
Americas,Saint Vincent and the Grenadines,UN-CTS,2022,0
Americas,Saint Vincent and the Grenadines,UN-IAFQ,2019,0
Americas,Saint Vincent and the Grenadines,UN-IAFQ,2020,0
Americas,Saint Vincent and the Grenadines,UN-IAFQ,2021,0
Americas,Saint Vincent and the Grenadines,UN-IAFQ,2022,0
Oceania,Samoa,ARQ,2019,0
Oceania,Samoa,ARQ,2020,0
Oceania,Samoa,ARQ,2021,0
Oceania,Samoa,ARQ,2022,0
Oceania,Samoa,GLOTIP,2019,0
Oceania,Samoa,GLOTIP,2020,0
Oceania,Samoa,GLOTIP,2021,0
Oceania,Samoa,GLOTIP,2022,0
Oceania,Samoa,IDS,2019,0
Oceania,Samoa,IDS,2020,0
Oceania,Samoa,IDS,2021,0
Oceania,Samoa,IDS,2022,0
Oceania,Samoa,UN-CTS,2019,0
Oceania,Samoa,UN-CTS,2020,0
Oceania,Samoa,UN-CTS,2021,0
Oceania,Samoa,UN-CTS,2022,0
Oceania,Samoa,UN-IAFQ,2019,0
Oceania,Samoa,UN-IAFQ,2020,0
Oceania,Samoa,UN-IAFQ,2021,0
Oceania,Samoa,UN-IAFQ,2022,0
Africa,Seychelles,ARQ,2019,0
Africa,Seychelles,ARQ,2020,0
Africa,Seychelles,ARQ,2021,0
Africa,Seychelles,ARQ,2022,0
Africa,Seychelles,GLOTIP,2019,0
Africa,Seychelles,GLOTIP,2020,0
Africa,Seychelles,GLOTIP,2021,0
Africa,Seychelles,GLOTIP,2022,0
Africa,Seychelles,IDS,2019,0
Africa,Seychelles,IDS,2020,0
Africa,Seychelles,IDS,2021,0
Africa,Seychelles,IDS,2022,0
Africa,Seychelles,UN-CTS,2019,0
Africa,Seychelles,UN-CTS,2020,0
Africa,Seychelles,UN-CTS,2021,0
Africa,Seychelles,UN-CTS,2022,0
Africa,Seychelles,UN-IAFQ,2019,0
Africa,Seychelles,UN-IAFQ,2020,0
Africa,Seychelles,UN-IAFQ,2021,0
Africa,Seychelles,UN-IAFQ,2022,0
Asia,Singapore,ARQ,2019,1
Asia,Singapore,ARQ,2020,1
Asia,Singapore,ARQ,2021,1
Asia,Singapore,ARQ,2022,1
Asia,Singapore,GLOTIP,2019,0
Asia,Singapore,GLOTIP,2020,0
Asia,Singapore,GLOTIP,2021,1
Asia,Singapore,GLOTIP,2022,0
Asia,Singapore,IDS,2019,1
Asia,Singapore,IDS,2020,1
Asia,Singapore,IDS,2021,1
Asia,Singapore,IDS,2022,1
Asia,Singapore,UN-CTS,2019,1
Asia,Singapore,UN-CTS,2020,1
Asia,Singapore,UN-CTS,2021,1
Asia,Singapore,UN-CTS,2022,1
Asia,Singapore,UN-IAFQ,2019,0
Asia,Singapore,UN-IAFQ,2020,0
Asia,Singapore,UN-IAFQ,2021,0
Asia,Singapore,UN-IAFQ,2022,0
Americas,Sint Maarten,ARQ,2019,0
Americas,Sint Maarten,ARQ,2020,0
Americas,Sint Maarten,ARQ,2021,0
Americas,Sint Maarten,ARQ,2022,0
Americas,Sint Maarten,GLOTIP,2019,0
Americas,Sint Maarten,GLOTIP,2020,0
Americas,Sint Maarten,GLOTIP,2021,0
Americas,Sint Maarten,GLOTIP,2022,0
Americas,Sint Maarten,IDS,2019,0
Americas,Sint Maarten,IDS,2020,0
Americas,Sint Maarten,IDS,2021,0
Americas,Sint Maarten,IDS,2022,0
Americas,Sint Maarten,UN-CTS,2019,0
Americas,Sint Maarten,UN-CTS,2020,0
Americas,Sint Maarten,UN-CTS,2021,0
Americas,Sint Maarten,UN-CTS,2022,0
Americas,Sint Maarten,UN-IAFQ,2019,0
Americas,Sint Maarten,UN-IAFQ,2020,0
Americas,Sint Maarten,UN-IAFQ,2021,0
Americas,Sint Maarten,UN-IAFQ,2022,0
Oceania,Solomon Islands,ARQ,2019,0
Oceania,Solomon Islands,ARQ,2020,0
Oceania,Solomon Islands,ARQ,2021,0
Oceania,Solomon Islands,ARQ,2022,0
Oceania,Solomon Islands,GLOTIP,2019,0
Oceania,Solomon Islands,GLOTIP,2020,0
Oceania,Solomon Islands,GLOTIP,2021,1
Oceania,Solomon Islands,GLOTIP,2022,0
Oceania,Solomon Islands,IDS,2019,0
Oceania,Solomon Islands,IDS,2020,0
Oceania,Solomon Islands,IDS,2021,0
Oceania,Solomon Islands,IDS,2022,0
Oceania,Solomon Islands,UN-CTS,2019,0
Oceania,Solomon Islands,UN-CTS,2020,0
Oceania,Solomon Islands,UN-CTS,2021,0
Oceania,Solomon Islands,UN-CTS,2022,0
Oceania,Solomon Islands,UN-IAFQ,2019,0
Oceania,Solomon Islands,UN-IAFQ,2020,0
Oceania,Solomon Islands,UN-IAFQ,2021,0
Oceania,Solomon Islands,UN-IAFQ,2022,0
Americas,Suriname,ARQ,2019,0
Americas,Suriname,ARQ,2020,0
Americas,Suriname,ARQ,2021,0
Americas,Suriname,ARQ,2022,1
Americas,Suriname,GLOTIP,2019,0
Americas,Suriname,GLOTIP,2020,0
Americas,Suriname,GLOTIP,2021,0
Americas,Suriname,GLOTIP,2022,1
Americas,Suriname,IDS,2019,1
Americas,Suriname,IDS,2020,0
Americas,Suriname,IDS,2021,0
Americas,Suriname,IDS,2022,0
Americas,Suriname,UN-CTS,2019,1
Americas,Suriname,UN-CTS,2020,1
Americas,Suriname,UN-CTS,2021,1
Americas,Suriname,UN-CTS,2022,0
Americas,Suriname,UN-IAFQ,2019,0
Americas,Suriname,UN-IAFQ,2020,0
Americas,Suriname,UN-IAFQ,2021,0
Americas,Suriname,UN-IAFQ,2022,0
Asia,Timor-Leste,ARQ,2019,0
Asia,Timor-Leste,ARQ,2020,0
Asia,Timor-Leste,ARQ,2021,1
Asia,Timor-Leste,ARQ,2022,1
Asia,Timor-Leste,GLOTIP,2019,0
Asia,Timor-Leste,GLOTIP,2020,0
Asia,Timor-Leste,GLOTIP,2021,0
Asia,Timor-Leste,GLOTIP,2022,0
Asia,Timor-Leste,IDS,2019,0
Asia,Timor-Leste,IDS,2020,0
Asia,Timor-Leste,IDS,2021,0
Asia,Timor-Leste,IDS,2022,0
Asia,Timor-Leste,UN-CTS,2019,0
Asia,Timor-Leste,UN-CTS,2020,0
Asia,Timor-Leste,UN-CTS,2021,0
Asia,Timor-Leste,UN-CTS,2022,0
Asia,Timor-Leste,UN-IAFQ,2019,0
Asia,Timor-Leste,UN-IAFQ,2020,0
Asia,Timor-Leste,UN-IAFQ,2021,0
Asia,Timor-Leste,UN-IAFQ,2022,0
Oceania,Tonga,ARQ,2019,0
Oceania,Tonga,ARQ,2020,0
Oceania,Tonga,ARQ,2021,0
Oceania,Tonga,ARQ,2022,0
Oceania,Tonga,GLOTIP,2019,0
Oceania,Tonga,GLOTIP,2020,0
Oceania,Tonga,GLOTIP,2021,1
Oceania,Tonga,GLOTIP,2022,0
Oceania,Tonga,IDS,2019,0
Oceania,Tonga,IDS,2020,0
Oceania,Tonga,IDS,2021,0
Oceania,Tonga,IDS,2022,0
Oceania,Tonga,UN-CTS,2019,0
Oceania,Tonga,UN-CTS,2020,0
Oceania,Tonga,UN-CTS,2021,0
Oceania,Tonga,UN-CTS,2022,0
Oceania,Tonga,UN-IAFQ,2019,0
Oceania,Tonga,UN-IAFQ,2020,0
Oceania,Tonga,UN-IAFQ,2021,0
Oceania,Tonga,UN-IAFQ,2022,0
Americas,Trinidad and Tobago,ARQ,2019,0
Americas,Trinidad and Tobago,ARQ,2020,0
Americas,Trinidad and Tobago,ARQ,2021,1
Americas,Trinidad and Tobago,ARQ,2022,1
Americas,Trinidad and Tobago,GLOTIP,2019,0
Americas,Trinidad and Tobago,GLOTIP,2020,0
Americas,Trinidad and Tobago,GLOTIP,2021,0
Americas,Trinidad and Tobago,GLOTIP,2022,1
Americas,Trinidad and Tobago,IDS,2019,0
Americas,Trinidad and Tobago,IDS,2020,0
Americas,Trinidad and Tobago,IDS,2021,0
Americas,Trinidad and Tobago,IDS,2022,1
Americas,Trinidad and Tobago,UN-CTS,2019,0
Americas,Trinidad and Tobago,UN-CTS,2020,0
Americas,Trinidad and Tobago,UN-CTS,2021,0
Americas,Trinidad and Tobago,UN-CTS,2022,0
Americas,Trinidad and Tobago,UN-IAFQ,2019,0
Americas,Trinidad and Tobago,UN-IAFQ,2020,0
Americas,Trinidad and Tobago,UN-IAFQ,2021,0
Americas,Trinidad and Tobago,UN-IAFQ,2022,0
Americas,Turks and Caicos Islands,ARQ,2019,0
Americas,Turks and Caicos Islands,ARQ,2020,0
Americas,Turks and Caicos Islands,ARQ,2021,0
Americas,Turks and Caicos Islands,ARQ,2022,0
Americas,Turks and Caicos Islands,GLOTIP,2019,0
Americas,Turks and Caicos Islands,GLOTIP,2020,0
Americas,Turks and Caicos Islands,GLOTIP,2021,0
Americas,Turks and Caicos Islands,GLOTIP,2022,0
Americas,Turks and Caicos Islands,IDS,2019,0
Americas,Turks and Caicos Islands,IDS,2020,0
Americas,Turks and Caicos Islands,IDS,2021,0
Americas,Turks and Caicos Islands,IDS,2022,0
Americas,Turks and Caicos Islands,UN-CTS,2019,0
Americas,Turks and Caicos Islands,UN-CTS,2020,0
Americas,Turks and Caicos Islands,UN-CTS,2021,0
Americas,Turks and Caicos Islands,UN-CTS,2022,0
Americas,Turks and Caicos Islands,UN-IAFQ,2019,0
Americas,Turks and Caicos Islands,UN-IAFQ,2020,0
Americas,Turks and Caicos Islands,UN-IAFQ,2021,0
Americas,Turks and Caicos Islands,UN-IAFQ,2022,0
Oceania,Tuvalu,ARQ,2019,0
Oceania,Tuvalu,ARQ,2020,0
Oceania,Tuvalu,ARQ,2021,0
Oceania,Tuvalu,ARQ,2022,0
Oceania,Tuvalu,GLOTIP,2019,0
Oceania,Tuvalu,GLOTIP,2020,0
Oceania,Tuvalu,GLOTIP,2021,0
Oceania,Tuvalu,GLOTIP,2022,0
Oceania,Tuvalu,IDS,2019,0
Oceania,Tuvalu,IDS,2020,0
Oceania,Tuvalu,IDS,2021,0
Oceania,Tuvalu,IDS,2022,0
Oceania,Tuvalu,UN-CTS,2019,0
Oceania,Tuvalu,UN-CTS,2020,0
Oceania,Tuvalu,UN-CTS,2021,0
Oceania,Tuvalu,UN-CTS,2022,0
Oceania,Tuvalu,UN-IAFQ,2019,0
Oceania,Tuvalu,UN-IAFQ,2020,0
Oceania,Tuvalu,UN-IAFQ,2021,0
Oceania,Tuvalu,UN-IAFQ,2022,0
Americas,United States Virgin Islands,ARQ,2019,0
Americas,United States Virgin Islands,ARQ,2020,0
Americas,United States Virgin Islands,ARQ,2021,0
Americas,United States Virgin Islands,ARQ,2022,0
Americas,United States Virgin Islands,GLOTIP,2019,0
Americas,United States Virgin Islands,GLOTIP,2020,0
Americas,United States Virgin Islands,GLOTIP,2021,0
Americas,United States Virgin Islands,GLOTIP,2022,0
Americas,United States Virgin Islands,IDS,2019,0
Americas,United States Virgin Islands,IDS,2020,0
Americas,United States Virgin Islands,IDS,2021,0
Americas,United States Virgin Islands,IDS,2022,0
Americas,United States Virgin Islands,UN-CTS,2019,0
Americas,United States Virgin Islands,UN-CTS,2020,0
Americas,United States Virgin Islands,UN-CTS,2021,0
Americas,United States Virgin Islands,UN-CTS,2022,0
Americas,United States Virgin Islands,UN-IAFQ,2019,0
Americas,United States Virgin Islands,UN-IAFQ,2020,0
Americas,United States Virgin Islands,UN-IAFQ,2021,0
Americas,United States Virgin Islands,UN-IAFQ,2022,0
Oceania,Vanuatu,ARQ,2019,0
Oceania,Vanuatu,ARQ,2020,0
Oceania,Vanuatu,ARQ,2021,0
Oceania,Vanuatu,ARQ,2022,0
Oceania,Vanuatu,GLOTIP,2019,0
Oceania,Vanuatu,GLOTIP,2020,0
Oceania,Vanuatu,GLOTIP,2021,1
Oceania,Vanuatu,GLOTIP,2022,0
Oceania,Vanuatu,IDS,2019,0
Oceania,Vanuatu,IDS,2020,0
Oceania,Vanuatu,IDS,2021,0
Oceania,Vanuatu,IDS,2022,0
Oceania,Vanuatu,UN-CTS,2019,0
Oceania,Vanuatu,UN-CTS,2020,0
Oceania,Vanuatu,UN-CTS,2021,0
Oceania,Vanuatu,UN-CTS,2022,0
Oceania,Vanuatu,UN-IAFQ,2019,0
Oceania,Vanuatu,UN-IAFQ,2020,0
Oceania,Vanuatu,UN-IAFQ,2021,0
Oceania,Vanuatu,UN-IAFQ,2022,0
Oceania,Micronesia (Federated States of),ARQ,2019,0
Oceania,Micronesia (Federated States of),ARQ,2020,0
Oceania,Micronesia (Federated States of),ARQ,2021,0
Oceania,Micronesia (Federated States of),ARQ,2022,0
Oceania,Micronesia (Federated States of),GLOTIP,2019,0
Oceania,Micronesia (Federated States of),GLOTIP,2020,0
Oceania,Micronesia (Federated States of),GLOTIP,2021,1
Oceania,Micronesia (Federated States of),GLOTIP,2022,0
Oceania,Micronesia (Federated States of),IDS,2019,0
Oceania,Micronesia (Federated States of),IDS,2020,0
Oceania,Micronesia (Federated States of),IDS,2021,0
Oceania,Micronesia (Federated States of),IDS,2022,0
Oceania,Micronesia (Federated States of),UN-CTS,2019,0
Oceania,Micronesia (Federated States of),UN-CTS,2020,0
Oceania,Micronesia (Federated States of),UN-CTS,2021,0
Oceania,Micronesia (Federated States of),UN-CTS,2022,0
Oceania,Micronesia (Federated States of),UN-IAFQ,2019,0
Oceania,Micronesia (Federated States of),UN-IAFQ,2020,0
Oceania,Micronesia (Federated States of),UN-IAFQ,2021,0
Oceania,Micronesia (Federated States of),UN-IAFQ,2022,0
Oceania,Wallis & Futuna,UN-IAFQ,2022,0
Americas,Guadeloupe,ARQ,2019,0
Americas,Guadeloupe,ARQ,2020,0
Americas,Guadeloupe,ARQ,2021,0
Americas,Guadeloupe,ARQ,2022,0
Americas,Guadeloupe,GLOTIP,2019,0
Americas,Guadeloupe,GLOTIP,2020,0
Americas,Guadeloupe,GLOTIP,2021,0
Americas,Guadeloupe,GLOTIP,2022,0
Americas,Guadeloupe,IDS,2019,0
Americas,Guadeloupe,IDS,2020,0
Americas,Guadeloupe,IDS,2021,0
Americas,Guadeloupe,IDS,2022,0
Americas,Guadeloupe,UN-CTS,2019,0
Americas,Guadeloupe,UN-CTS,2020,0
Americas,Guadeloupe,UN-CTS,2021,0
Americas,Guadeloupe,UN-CTS,2022,0
Americas,Guadeloupe,UN-IAFQ,2019,0
Americas,Guadeloupe,UN-IAFQ,2020,0
Americas,Guadeloupe,UN-IAFQ,2021,0
Americas,Guadeloupe,UN-IAFQ,2022,0
